DEATH,TIME,SPEED,ACCELERATION,AVG_SPEED,AVG_ACCELERATION,DC0,DC1,AVG_DIST_0,AVG_DIST_1
0,1,1.94933,1.94933,1.94933,1.94933,11.3974,13.9518,16.435,21.011
0,2,2.98122,1.03189,2.46528,1.49061,9.77398,12.4873,14.9842,19.6356
0,3,3.11476,0.133534,2.68177,1.03825,8.16239,11.0672,13.59,18.3183
0,4,2.75996,-0.354794,2.70132,0.689991,6.93332,10.029,12.5569,17.34
0,5,2.35201,-0.407956,2.63146,0.470402,6.03094,9.27935,11.7956,16.6223
0,6,1.79521,-0.556797,2.49208,0.299202,5.44757,8.80561,11.3003,16.1571
0,7,1.55453,-0.24068,2.35815,0.222076,5.05107,8.5005,10.9745,15.8519
0,8,1.31233,-0.242204,2.22742,0.164041,4.72443,8.24735,10.6935,15.5888
0,9,1.09128,-0.221052,2.10118,0.121253,4.6092,8.14689,10.5679,15.4701
0,10,0.985232,-0.106043,1.98959,0.0985232,4.44415,7.99097,10.3958,15.3076
0,11,0.832254,-0.152978,1.88437,0.0756594,4.4304,7.97549,10.3636,15.2768
0,12,0.825659,-0.00659508,1.79615,0.0688049,4.39044,7.93353,10.3096,15.2256
0,13,0.824433,-0.00122556,1.7214,0.0634179,4.32274,7.8571,10.2311,15.1467
0,14,0.881337,0.0569041,1.6614,0.0629527,4.26636,7.78365,10.1485,15.0664
0,15,0.719592,-0.161746,1.59861,0.0479728,4.27797,7.78418,10.1407,15.0591
0,16,0.715908,-0.00368362,1.54344,0.0447443,4.26435,7.75898,10.1151,15.0344
0,17,0.787536,0.0716283,1.49898,0.0463257,4.25686,7.75138,10.1082,15.0263
0,18,0.751415,-0.0361216,1.45744,0.0417453,4.25883,7.75076,10.1149,15.0314
0,19,0.749573,-0.00184202,1.42019,0.0394512,4.25759,7.75813,10.126,15.0417
0,20,0.785317,0.0357439,1.38844,0.0392658,4.2351,7.74752,10.118,15.0339
0,21,0.880999,0.0956823,1.36428,0.0419523,4.27654,7.78809,10.1612,15.0735
0,22,0.861901,-0.0190984,1.34144,0.0391773,4.3056,7.82286,10.1965,15.1059
0,23,0.992705,0.130805,1.32628,0.0431611,4.31874,7.84461,10.2143,15.1213
0,24,0.966172,-0.0265333,1.31128,0.0402572,4.28944,7.82865,10.1941,15.1021
0,25,0.990555,0.0243826,1.29845,0.0396222,4.25191,7.79321,10.1545,15.0583
0,26,0.95413,-0.0364249,1.2852,0.0366973,4.1854,7.72952,10.0899,14.998
0,27,0.931313,-0.0228169,1.2719,0.0344931,4.16068,7.71263,10.0621,14.9646
0,28,1.00801,0.0766946,1.26248,0.0360003,4.21491,7.77532,10.1218,15.0228
0,29,1.11467,0.106666,1.25738,0.038437,4.41672,7.97307,10.3133,15.2132
0,30,0.955398,-0.159276,1.24731,0.0318466,4.46533,8.02717,10.3625,15.2629
0,31,0.871651,-0.0837467,1.2352,0.0281178,4.45093,8.01948,10.3518,15.2525
0,32,0.901467,0.0298166,1.22477,0.0281709,4.45594,8.02605,10.3636,15.2632
0,33,1.06147,0.160007,1.21982,0.0321659,4.55837,8.11436,10.4512,15.3448
0,34,1.04964,-0.011838,1.21481,0.0308716,4.52943,8.09785,10.4408,15.3347
0,35,1.0396,-0.0100398,1.20974,0.0297028,4.5152,8.08867,10.4262,15.314
0,36,1.0492,0.00960354,1.20528,0.0291444,4.48004,8.06788,10.4012,15.2845
0,37,0.947809,-0.10139,1.19832,0.0256165,4.47248,8.06071,10.3864,15.2712
0,38,0.928417,-0.0193928,1.19104,0.024432,4.45347,8.03792,10.3451,15.2268
0,39,0.928717,0.000300215,1.18432,0.0238133,4.44469,8.02725,10.3158,15.2
0,40,0.876949,-0.0517683,1.17663,0.0219237,4.40731,7.99088,10.2585,15.1463
0,41,1.0233,0.146353,1.17289,0.0249586,4.39213,7.969,10.2094,15.0996
0,42,0.943686,-0.0796159,1.16685,0.0224687,4.40764,7.97638,10.2024,15.0805
0,43,0.964776,0.0210906,1.16204,0.0224367,4.38663,7.95899,10.1807,15.0538
0,44,0.992832,0.0291498,1.152,0.0225644,4.42291,7.97248,10.1874,15.0326
0,45,1.06715,0.0743133,1.14637,0.0237143,4.39627,7.95305,10.1689,15.0002
0,46,1.09938,0.0338567,1.14289,0.0238995,4.45187,7.98328,10.1991,15.0074
0,47,0.835759,-0.233535,1.10777,0.0177821,4.38529,7.77911,9.92358,14.5817
0,48,0.00762488,-0.0154941,0.036255,0.000158852,0.107541,0.209444,0.276029,0.418841
1,1,1.22152,1.22152,1.22152,1.22152,10.0199,11.7728,14.8633,19.4776
1,2,1.43575,0.21423,1.32863,0.717874,9.81773,11.5339,14.6232,19.2559
1,3,1.12047,-0.315274,1.25925,0.373491,9.99156,11.7105,14.755,19.3781
1,4,1.60996,0.489489,1.34692,0.40249,9.55411,11.2201,14.345,18.9924
1,5,1.8126,0.202637,1.44006,0.36252,8.85053,10.5677,13.6986,18.3794
1,6,1.34444,-0.468161,1.42412,0.224073,8.46839,10.2369,13.3907,18.0907
1,7,1.83546,0.491026,1.48289,0.262209,7.42951,9.30604,12.453,17.2049
1,8,1.23833,-0.597138,1.45232,0.154791,7.19142,9.07851,12.2416,17.0095
1,9,0.989409,-0.248916,1.40088,0.109934,7.03363,8.97866,12.1343,16.9072
1,10,1.11321,0.123803,1.37211,0.111321,7.11311,9.00858,12.1921,16.9626
1,11,0.896496,-0.216717,1.32888,0.0814996,6.9607,8.86034,12.0197,16.8005
1,12,0.930399,0.0339033,1.29567,0.0775333,6.78785,8.73242,11.8723,16.6601
1,13,1.39879,0.468393,1.3036,0.107599,7.23306,9.10977,12.2321,16.9986
1,14,1.19044,-0.208356,1.29552,0.0850312,6.77459,8.67577,11.7875,16.5814
1,15,0.94197,-0.248466,1.27195,0.062798,6.95713,8.87671,11.9724,16.7552
1,16,2.98971,2.04774,1.37931,0.186857,9.17208,11.0778,14.1339,18.8629
1,17,0.462119,-2.52759,1.32536,0.0271835,9.13404,11.0532,14.1099,18.8396
1,18,0.730442,0.268322,1.29231,0.0405801,9.22889,11.0915,14.1274,18.8558
1,19,1.30415,0.573713,1.29293,0.0686397,9.67148,11.4473,14.4527,19.1693
1,20,0.725321,-0.578833,1.26455,0.0362661,9.80935,11.5916,14.5925,19.3013
1,21,0.649072,-0.0762487,1.23524,0.0309082,9.77705,11.5842,14.5889,19.2996
1,22,0.655587,0.00651504,1.20889,0.0297994,9.79506,11.5947,14.6006,19.3089
1,23,0.791114,0.135526,1.19073,0.0343963,9.77038,11.5537,14.5567,19.2672
1,24,0.627014,-0.1641,1.16724,0.0261256,9.66006,11.4878,14.4856,19.2005
1,25,1.23469,0.607674,1.16994,0.0493875,9.48025,11.3472,14.3728,19.0988
1,26,1.73205,0.497365,1.19156,0.0666174,10.4386,12.325,15.3628,20.0803
1,27,0.634556,-1.0975,1.17093,0.0235021,10.4267,12.3123,15.3621,20.0796
1,28,0.872476,0.23792,1.16027,0.0311599,10.6024,12.4806,15.569,20.2691
1,29,0.867332,-0.00514376,1.15017,0.029908,10.4366,12.326,15.3978,20.1131
1,30,1.0579,0.19057,1.14709,0.0352634,10.5925,12.4558,15.5133,20.2226
1,31,0.818048,-0.239854,1.13648,0.0263886,10.6041,12.472,15.5295,20.2361
1,32,1.51666,0.698616,1.14836,0.0473957,10.6696,12.5509,15.6293,20.3256
1,33,1.11988,-0.396786,1.1475,0.0339357,10.6286,12.5904,15.6365,20.3343
1,34,0.918027,-0.20185,1.14075,0.0270008,10.697,12.6649,15.6699,20.3645
1,35,1.07281,0.154786,1.13881,0.0306518,10.7275,12.7028,15.705,20.3997
1,36,0.82147,-0.251343,1.12999,0.0228186,10.4657,12.4789,15.4615,20.1736
1,37,0.902337,0.080867,1.12384,0.0243875,10.3157,12.31,15.307,20.0292
1,38,1.1503,0.247966,1.12453,0.0302711,9.84879,11.848,14.8012,19.5343
1,39,0.875543,-0.27476,1.11815,0.0224498,9.93511,11.9007,14.8436,19.5724
1,40,0.774474,-0.101069,1.10956,0.0193618,9.84822,11.8025,14.7528,19.4875
1,41,1.24529,0.47082,1.11287,0.030373,10.0788,12.073,15.0013,19.736
1,42,2.03906,0.79377,1.13492,0.0485491,10.058,12.0292,14.9291,19.6602
1,43,0.817304,-1.22176,1.12753,0.0190071,10.1242,12.1067,14.9793,19.7076
1,44,0.568418,-0.248886,1.11483,0.0129186,10.093,12.0762,14.9457,19.6762
1,45,0.672882,0.104464,1.10501,0.0149529,10.0345,12.0407,14.9228,19.6545
1,46,0.51361,-0.159272,1.09215,0.0111654,9.94722,11.9829,14.8614,19.5984
1,47,0.522856,0.00924644,1.08004,0.0111246,9.93263,11.9727,14.8517,19.5915
1,48,0.00625483,-0.013527,0.0447374,0.000130309,0.173201,0.298355,0.418604,0.651092
